106,de.sueddeutsche,kultur,http://www.sueddeutsche.de/kultur/malcolm-young-ist-tot-der-schoepfer-der-grossen-bestie-1.3755511,Jakob Biazza,Der Schöpfer der großen Bestie,"Malcolm Young hat den Sound von AC/DC erschaffen - und damit ein Gebilde, in dem er sich dankbar auflöste. Da, wo Young sonst auf der Bühne stand, vom Publikum aus gesehen links, nahe beim Schlagzeug, wo man mit dem Hintergrund verschmilzt und keine Show machen muss, sondern einfach nur den Motor am Schnurren halten kann, da stand, wie 1988 auch schon, einfach sein Neffe Stevie. Die Band befand es damals nicht einmal für nötig, darauf mit auch nur einer Silbe hinzuweisen. Dass Bandgründer Malcolm Young wegen Demenz nicht mehr dabei ist, bringt unseren Autor regelrecht aus der Fassung. mehr ...SZ-Magazin In einer finalzynischen Welt, die dieser ganze Rock- und Pop-Zirkus ja manchmal ist, könnte man also sagen: Vielleicht war Malcolm Young nie wirklich da. Die Formation ist auch deshalb so irrwitzig groß geworden, weil sie der Welt immer etwas geboten hat, das es eigentlich nie gab: Konstanz. Kein Wunder auch, dass ein solches Gebilde seine Akteure irgendwann beinahe zu Aufführungspersonal degradiert. Malcolm fehlte schließlich und die Hardcore-Fans hatten in den sozialen Netzwerken deshalb dazu aufgerufen, diesmal ""MAL - COLM!"" Und kurz nur, aber doch deutlich, waren da tatsächlich beide Namen zu hören. Sänger Brian Johnson übermittelte der britischen Zeitung ""Telegraph"" zur Tour ohne Malcolm im Jahr 2014 jedenfalls noch dies: ""Bevor ihn die Demenz wirklich mitgenommen hatte, meinte er zu uns: 'Geht einfach raus und macht Musik, Jungs, noch einmal, nur für mich.'""",2017-11-18 16:17:34.000000,2017-11-18 20:51:56.829815
32,at.derstandard,kultur,http://derstandard.at/2000068024604/Jette-Steckel-Wir-befinden-uns-in-einer-Art-von-Apathie?ref=rss,Standard Verlagsgesellschaft M.B.H.;Ronald Pohl,Burgtheater - Jette Steckel: "Wir befinden uns in einer Art von Apathie","Wir haben hier, in unserer Burgtheater-Fassung, die neutrale Setzung eines kleinen Städtchens irgendwo im hohen Norden. Wir haben den ersten Akt weggenommen und Stockmann mit der richtigen Munition für sein Bewusstsein versehen. STANDARD: Sehen wir bei der Analyse gesellschaftlicher Missstände nicht fast immer von uns selbst ab? Stockmann wird ganz schlicht, in seiner Profession als Arzt, auf einen empörenden Umstand gestoßen. Es geht erst einmal gar nichts verloren, im Gegenteil, neue Geldquellen tun sich auf. Die linke Seite sagt hingegen, wir müssen das System grundsätzlich stürzen, aber welches dann? Zum einen wird künstlerische Freiheit gestärkt, das Theater als Sammelstelle für kritische Organe unterstützt. Steckel: Wir befinden uns in einer Art von Apathie, die gar nichts mehr auslöst. Man geht am Abend des Nationalfeiertags ins Burgtheater und stolpert an Bundesheerpanzern vorbei. Über dem Burgtheater steht zeitgleich der Slogan: ""Eines Tages wird sich die Perspektive ändern.""",2017-11-18 11:00:00.000000,2017-11-18 16:51:44.321902
30,at.derstandard,kultur,http://derstandard.at/2000068019939/Frau-am-Steuer-Pionierinnen-in-Maennerdomaenen?ref=rss,Standard Verlagsgesellschaft M.B.H.;Bettina Balaka,Gleichstellung - Frau am Steuer: Pionierinnen in Männerdomänen,"Alle lugen nach vorn zum Führerstand und versuchen über die Köpfe der anderen hinweg zu erkennen, wer sich dort abmüht. Denn obwohl ich mich – insbesondere im universitären Umfeld – seit Jahren geradezu im Zentrum feministischen Denkens und Forschens bewegte und obwohl ich nicht eine Sekunde gezögert hätte, für die Ausübung jeden Berufes von Frauen auf die Barrikaden zu gehen, trieb mein Gehirn für Sekundenbruchteile mit mir ein unheimliches Spiel. Denn inmitten des raunzigen Aufruhrs hatte auch ich – plötzlich und sofort niedergekämpft – das Gefühl: Vielleicht ist es doch nicht so eine gute Idee, wenn Frauen Autobusse fahren. Man will über sie auf der sicheren Eisschicht des eigenen vorbildlichen Denkens hinwegschreiten, und bricht doch immer wieder ein. Junge Frauen der Gegenwart sind häufig überzeugt, dass sie niemals Selbstzweifel gehabt oder sich irgendetwas hätten gefallen lassen. Was, wenn das Auto zu brennen anfing oder in einen Fluss stürzte – würde man sich rechtzeitig aus den Gurtschlingen befreien können? In Spielfilmen aus den Vierzigerjahren kann man sehen, wie sich Menschen sogar im Krankenhaus am Patientenbett eine Zigarette anzünden. Sie durften ausschließlich in der Überwachung des ruhenden Verkehrs tätig sein, und das bedeutete im Wesentlichen Strafzettel fürs Falschparken verteilen. Ebenfalls diskutiert wurde die Frage, ob es für männliche Autofahrer nicht demütigend sei, von Frauen zurechtgewiesen, belehrt oder gar abgestraft zu werden. Seit Anbeginn der Luftfahrt hatte es Pilotinnen gegeben, die Flugschulen betrieben, sich in Flugwettbewerben bewiesen und Rekorde aufstellten.",2017-11-18 11:00:00.000000,2017-11-18 16:51:42.329488
19,at.derstandard,kultur,http://derstandard.at/2000068035325/Louis-C-K-Schwieriges-Leben-mit-verfemten-Stars?ref=rss,Standard Verlagsgesellschaft M.B.H.;Dominik Kamalzadeh,Belästigungsvorwürfe - Louis C. K.: Schwieriges Leben mit verfemten Stars,"Kenneth Anger, der bedeutende Filmavantgardist, erzählt diese Episode in seinem 1960 erschienenen Buch Hollywood Babylon – neben einer Unmenge anderer verrufener Storys. Daran sollte man vielleicht erinnern, wenn nun als Reaktion auf die Enthüllungen rund um Harvey Weinstein, Kevin Spacey und jüngst Sylvester Stallone – 1986 soll er eine 16-Jährige zum Sex gezwungen habe – wieder viel die Rede von vorbildhaftem Verhalten ist. Der Akt scheint so aufgeladen, dass die kleingeistige Doppelmoral dahinter kaum mehr Erwähnung findet. Ein besonders aufschlussreicher ""Fall"" ist jener des Komikers Louis C. K., dessen Film I Love You, Daddy diese Woche in US-Kinos hätte starten sollen. Nach seinem Eingeständnis, fünf Frauen sexuell belästigt zu haben, indem er vor ihnen masturbierte, wurde die Komödie vom Verleiher wie eine heiße Kartoffel fallengelassen. Nur weil sich Louis C. K. in seinen Sitcoms des rhetorischen Tricks bedient, das Selbst mit einem täuschend ähnlichen Alter Ego zu verschmelzen? Ein Blick auf den Film, der mit Erfolg auf dem Filmfestival Toronto lief, demonstriert jedenfalls, dass dieser das Spiel mit männlichen Fantasien, Macht und der Frage, wie weit man gehen kann, ganz offen betreibt. Manohla Dargis, Filmkritikerin der NYT, legt ihre Interpretation jedoch vielschichtiger an: Auch wenn ihr die Gags nach zweiter Sichtung gröber erscheinen, entdeckt sie in I Love You, Daddy einen symbolischen Vatermord von Louis C. K. an seinem Vorbild Woody Allen. Seitdem hat auch dessen Reputation rund um die Aussagen seiner Tochter Dylan gelitten. Schon daran mag man sehen, dass das Verhältnis zwischen Autor und Werk viel weiter reicht.",2017-11-18 14:00:00.000000,2017-11-18 16:51:28.615080
7,de.sueddeutsche,kultur,http://www.sueddeutsche.de/kultur/nach-langer-krankheit-acdc-mitbegruender-malcolm-young-ist-tot-1.3755461,,AC/DC-Mitbegründer Malcolm Young ist tot,"Young starb nach langer Krankheit und wurde 64 Jahre alt. Das teilte die Rockgruppe am Samstag auf ihrer Webseite mit. Mehr noch: Malcolm Young war als Gitarrist und Songschreiber die führende Kraft von AC/DC. Gesundheitlich ging es Malcolm Young schon seit langem nicht gut; erst wurde er erfolgreich wegen Lungenkrebs behandelt, dann war es das Herz. 2014 gab die Band bekannt, dass Malcolm nur eine Pause aufgrund seines Gesundheitszustandes machen würde . Einige Monate später vertraute Angus Young dem Musikmagazin Rolling Stone an, dass sein zwei Jahre älterer Bruder schon 2008 an Gedächtnislücken und Konzentrationsschwäche gelitten hatte. Wie AC/DC auf Facebook schreibt, starb Malcolm Young friedlich im Kreise seiner Familie in Australien. In einem weiteren, unsignierten Facebook-Post äußert sich offenbar Angus Young zu dem Tod seines zwei Jahre älteren Bruders: ""Als sein Bruder kann ich nur schwer ausdrücken, was er mir bedeutet hat in meinem Leben, unsere Verbundenheit war einzigartig und ganz besonders."" Die größte Rockband der Welt spielt wieder in deutschen Fußballstadien. Dass Bandgründer Malcolm Young wegen Demenz nicht mehr dabei ist, bringt unseren Autor regelrecht aus der Fassung.",2017-11-18 13:51:23.000000,2017-11-18 16:51:10.761224
17,at.derstandard,kultur,http://derstandard.at/2000068063389/ACDC-Mitbegruender-Malcolm-Young-verstorben?ref=rss,Standard Verlagsgesellschaft M.B.H.;Christian Schachinger,1953 –2017 - AC/DC-Mitgründer Malcolm Young verstorben,"Wien – Sein Bruder Angus Young und die Sänger Bon Scott sowie nach dessen frühen Tod Brian Johnson mögen in der ersten Reihe gestanden haben und alle Aufmerksamkeit auf sich gezogen haben. Zuletzt live in Wien 2016 im Ernst-Happel-Stadion agierte als Frontmann vom Rock’n’Rollstuhl aus sogar Axl Rose von Guns N’Roses als rüstiger Shouter. Malcolm Young bewegte sich zwar auf der Bühne nur im Zentimeterbereich. Mit seinen brutal wie präzise gedroschenen Riffs auf seiner modifizierten, weitgehend ohne Effekte und unverzerrt gespielten Gretsch-Gitarre machte er allerdings die Songs der australischen Hardrockband AC/DC schon nach wenigen Sekunden unverwechselbar erkennbar. Nachdem Malcolm und Angus mit ihren vier älteren Geschwistern und den Eltern 1963 nach Australien ausgewandert waren, brach Malcolm schon mit 15 Jahren die Schule ab, um sich fortan seiner großen Liebe zu widmen, dem Rock’n’Roll. Die Songs T.N.T., Back In Black, If You Want Blood You Got It, Highway To Hell, It’s A Long Way To The Top If You Wanna Rock’n’Roll, Hells Bells, You Shook Me All Night Long und Alben wie Powerage, High Voltage oder Dirty Deeds Done Dirt Cheap: Sie zählen heute längst zur DNA des Rock’n’Roll. 2014 gab die Band bekannt, dass Malcolm Young in Folge eines Schlaganfalls an einer Demenz und damit des völligen Ausfalls seines Kurzzeitgedächtnisses leide und sich aus der Band zurückziehen müsse. Die Aufnahmen des von ihm noch mitkomponierten Albums Rock Or Bust fanden bereits ohne ihn statt. Für den an einem extrem starken Hörverlust leidenden Sänger Brian Johnson fand man, wie oben erwähnt, zuletzt kurzfristigen Ersatz in Axl Rose. Nun ist Malcolm Young im Alter von 64 Jahren an den Folgen seiner Krankheit gestorben.",2017-11-18 14:52:01.000000,2017-11-18 16:51:24.953746
5,de.sueddeutsche,kultur,http://www.sueddeutsche.de/kultur/islamismus-von-der-feministin-zur-is-unterstuetzerin-1.3742507,Luise Checchin,Von der Feministin zur IS-Unterstützerin,"""Frauenkampf"" heißt der Schulaufsatz der fünfzehnjährigen Ayan Juma und aus jedem Wort liest man Empörung: ""Wir müssen erbärmliche kleine Männerratten zur Welt bringen, die unsere Liebe und Fürsorge bekommen, bis eines Tages Männer aus ihnen werden, die auch wieder nur ihre Frauen unterdrücken."" Vier Jahre später, im Oktober 2013, wird dieselbe Ayan Juma Norwegen in Richtung Syrien verlassen, um sich zusammen mit ihrer sechzehnjährigen Schwester Leila dem sogenannten Islamischen Staat anzuschließen. Sie erzählt aber auch von deren Eltern, Sara und Sadiq Juma, die sich verzweifelt fragen, an welchem Punkt ihnen ihre Töchter abhanden gekommen sind. Nun ist diese Frage nicht neu, seit Jahren versucht die europäische Öffentlichkeit zu verstehen, warum Jugendliche ihr sicheres, liberales Zuhause hinter sich lassen, um auf der Seite von Verbrechern in einem brutalen Krieg zu kämpfen. Als Jugendlicher floh er aus Bosnien nach Deutschland: Der Autor Saša Stanišić erzählt in Zürich von seiner Lust am Abschweifen. Der eigentliche Grund aber, warum das fünfhundertseitige Buch zusammenzuschnurren scheint wie ein klug angelegter Thriller, ist Seierstads Erzählweise. Sie schildert Szenen aus der Sicht ihrer Protagonisten, beschreibt Gedanken, Gefühle, kleinste Details einer Umgebung. Ayans Motivation, zusammen mit ihren Freundinnen der salafistischen Jugendorganisation ""Islam Net"" beizutreten, erklärt die Autorin folgendermaßen: ""Die Leute waren cool, es fühlte sich richtig an, und außerdem waren krass viele süße Jungs dabei."" Ein norwegisches Gericht wies diese Vorwürfe schließlich zurück und bestätigte, dass Seierstad in ""Der Buchhändler von Kabul"" sorgfältig recherchiert habe. All diese Perspektiven versammelt Seierstad im Buch, dazwischen montiert sie Auszüge aus E-Mails, Chatprotokollen und zurückgelassenen Notizen der jungen Frauen.",2017-11-18 14:43:26.000000,2017-11-18 16:51:07.723247
105,de.sueddeutsche,sport,http://www.sueddeutsche.de/sport/fc-bayern-gegen-fc-augsburg-frisur-sitzt-ergebnis-stimmt-1.3755455,,"Frisur sitzt, Ergebnis stimmt","Die neue Frisur bringt Glück: Robert Lewandowski (Mitte) trifft gegen Augsburg zweimal. Auf ein farbliches Signal hatte Bayern-Trainer Jupp Heynckes dann doch verzichtet. Vor dem bayerischen Derby hatte er darüber gescherzt, sich seine Haare rot zu färben, weil seine Spieler Rafinha und Robert Lewandowski in der Länderspielpause erblondet bzw. ergraut waren. Sportdirektor Hasan Salihamidzic berichtete bei Sky über Gespräche mit den Hoffenheimern. ""Natürlich wird es auch um die Ablösesumme gehen"", sagte er."" Der Franzose fehlte aufgrund einer Sehnenreizung im linken Fuß, auch die Positionen von Thomas Müller, Thiago und Franck Ribéry waren vakant. Doch diese atypische Haltung legte die Heynckes-Mannschaft bald ab, sie ließ den Ball durch die eigenen Reihen rotieren und suchte ein Loch im massierten Augsburger Verbund. Zwar attackierte die Mannschaft von Manuel Baum ab und an mit drei Spitzen weit vorne, doch häufiger verkroch sie sich in der eigenen Hälfte. Minute schüttelte Arjen Robben dann Philipp Max ab, doch bevor der Niederländer in den Strafraum dribbeln konnte, riss ihn Jeffrey Gouweleeuw zu Boden. Der Verteidiger sah dafür Gelb wie schon seine beiden Mitspieler Rani Khedira (7.)",2017-11-18 16:35:53.000000,2017-11-18 20:51:56.169328
13,de.sueddeutsche,sport,http://www.sueddeutsche.de/sport/italien-nach-dem-wm-aus-wir-sollten-den-job-gleich-buffon-ueberlassen-1.3754329,,"Wir sollten den Job gleich Buffon überlassen","Doch die alten Funktionäre wollen dies verhindern: Sie präferieren Carlo Ancelotti als neuen Nationalcoach, der ihnen ihre Posten sichert. Vor allem aber soll Ancelotti den Verantwortlichen für das Desaster im Verband als deus ex machina die Posten sichern. Er hatte sich seinen Abschied von der Nationalmannschaft anders vorgestellt, aber Kneifen war für den Kapitän keine Option. Mit einem Rücktritt hätte er auf jene 1,5 Millionen Euro verzichtet, die ihm bis zum Vertragsende 2018 noch zustehen. Stoisch überhörte er die Rücktrittforderungen aus den Medien, von Spielern, Klubpräsidenten und vom Vorsitzenden des Olympischen Komitees. Stattdessen verspricht er allen, bei der Vorstandssitzung nächsten Montag jenes Kaninchen aus dem Hut zu zaubern, das die Azzurri wieder ans Laufen bringen soll: ""Ich denke da an eine international bekannte Ausnahmepersönlichkeit."" Dass also jener radikale Neuanfang verhindert wird, nach dem die Aktiven und das Publikum lechzen. Sprecher Damiano Tommasi sagte am Freitag der Gazzetta dello Sport : ""Reformen sind mit diesen Leuten, die nach dem Desaster noch nicht mal den Mut hatten, vor die Presse zu treten, einfach nicht möglich. Wenn wir nicht zur WM fahren, liegt das auch daran, dass man in diesem Verband seit Jahren keine sportlichen Projekte mehr verfolgt."" Tommasi wollte einen Spielerstreik in der Liga nicht ausschließen, ""und ich weiß, dass die Tifosi diesmal auf unserer Seite wären"".",2017-11-18 11:38:29.000000,2017-11-18 16:51:18.550906
104,de.sueddeutsche,sport,http://www.sueddeutsche.de/sport/bundesliga-koeln-verliert-und-das-schon-wieder-mit-pech-1.3755523,,Köln verliert - und das schon wieder mit Pech,"Schiedsrichter Brych hatte vor dem Elfmeter ein Foulspiel von Kölns Konstantin Rausch an Pablo de Blasis geahndet und ließ seine Entscheidung anschließend nochmals vom Videoassistent bestätigen. Die Mainzer haben nun mit 15 Punkten etwas Abstand zu den Abstiegsrängen gewonnen. Die Bayern spielen geduldig, als wären sie Jamaika-Sondierer - und lassen dem FC Augsburg keine Chance. Beim 3:0 kommt fast ein wenig Langeweile auf, was auch an Jupp Heynckes Haaren liegt. Von Tim Brackmehr ... Borussia Mönchengladbach ist zumindest vorübergehend auf einen Champions-League-Platz geklettert. RB Leipzig hat es verpasst, seine Position als Bayern-Jäger Nummer eins zu festigen. Der Vizemeister kam bei Bayer Leverkusen nicht über ein 2:2 (1:1) hinaus. Am Sonntag kann Schalke 04 durch einen Erfolg gegen den Hamburger SV die Sachsen vom zweiten Rang verdrängen. Die Niedersachsen setzten sich gegen den SC Freiburg weitgehend mühelos mit 3:1 (2:0) durch und feierten damit auch den ersten Dreier vor eigenem Publikum seit mehr als sieben Monaten. Rang abrutschen, wenn Werder Bremen am Sonntag das Nordderby gegen Hannover 96 gewinnen sollte.",2017-11-18 16:39:23.000000,2017-11-18 20:51:55.475526
20,at.derstandard,sport,http://derstandard.at/jetzt/livebericht/2000067801037/bayern-muenchen-vs-fc-augsburg-sa-15-30-uhr?ref=rss,Standard Verlagsgesellschaft M.B.H.,Deutsche Liga live - Jetzt: Bayern vs. Augsburg 3:0,"Seit Jupp Heynckes bei den Bayern das Kommando übernommen hat, läuft das Werkl in München. Am Samstag ist der FC Augsburg zu Gast. Die Münchner liegen nach elf Spieltagen mit 26 Punkten an der Spitze der deutschen Bundesliga, dahinter folgen Leipzig (22) und Dortmund (20). Bei den Bayern wird David Alaba nach einer neuronalen Verhärtung im linken Oberschenkel wieder in den Kader zurückkehren. Der FC Augsburg (Gregoritsch, Danso, ohne Hinteregger/verletzt) befindet sich mit 16 Zählern im Mittelfeld auf Platz zehn, liegt punktegleich hinter Leverkusen und zwei Zähler vor Hertha BSC. Am letzten Spieltag musste sich Augsburg zuhause mit einem 1:1 gegen Leverkusen begnügen, die Bayern feierten hingegen einen 3:1-Auswärtserfolg in Dortmund. Liveticker",2017-11-18 13:33:00.000000,2017-11-18 16:51:29.941384
18,at.derstandard,sport,http://derstandard.at/jetzt/livebericht/2000068044220/lask-vs-rapid-sa-16-uhr?ref=rss,Standard Verlagsgesellschaft M.B.H.,Bundesliga live - Murg und Schwab bringen Rapid beim LASK 2:0 voran,"Der LASK und Rapid eröffnen die 15. Runde der österreichischen Bundesliga am Samstag. Die Hütteldorfer wollen ihre Effizienzprobleme hinter sich lassen und auch nach dem zwölften Pflichtspiel in Folge nicht als Verlierer vom Platz gehen. Die Grün-Weißen liegen mit 26 Punkten fünf hinter RB Salzburg und werden auch nach dieser Runde auf dem dritten Platz bleiben, weil die Linzer als Vierte sechs Zähler hinter den Wienern rangieren. Unter Rapid-Coach Djuricin hat Rapid beide bisherigen Matches gegen den LASK gewonnen. Im Cup-Halbfinale Ende April siegte Rapid im Allianz-Stadion 2:1, im ersten Liga-Vergleich Ende August folgte dann ebendort ein knapper 1:0-Heimsieg. Liveticker",2017-11-18 14:44:22.000000,2017-11-18 16:51:27.562313
6,de.sueddeutsche,sport,http://www.sueddeutsche.de/sport/ehemaliger-schalke-fussballer-schalke-legende-friedel-rausch-ist-tot-1.3755464,,Schalke-Legende Friedel Rausch ist tot,"Friedel Rausch spielte neun Jahre für den Klub und wurde als Trainer 1977 Vize-Meister. In der Nacht auf Samstag starb Rausch, er wurde 77 Jahre alt. Im Alter von 77 Jahren sei der gebürtige Duisburger am Samstagmorgen unerwartet an einem Herzversagen gestorben, teilte seine Familie mit. Rausch spielte von 1962 bis 1971 für den FC Schalke 04 und trainierte die Mannschaft von 1976 bis 1977, nachdem er zuvor bereits in der Jugend gearbeitet und als Co-Trainer fungiert hatte. Nach Stationen unter anderem bei Eintracht Frankfurt, Fenerbahce Istabul und Iraklis Saloniki wechselte der einstige Abwehrspieler 1985 zum FC Luzern, den er bis 1992 betreute und unter anderem zur Schweizer Meisterschaft führte. Am 6. September 1969 wurde Rausch im Trikot der Schalker von einem Schäferhund ins Gesäß gebissen. ""Wenn ich in Deutschland oder speziell im Ruhrgebiet unterwegs bin, sprechen mich die Leute sofort auf diese Situation an"", hatte Rausch einmal gesagt. Rauschs Laufbahn in verantwortlicher Position endete 2006 als Teamchef beim FC Luzern. In der Geschichte des Schweizer Klubs gilt er als bislang erfolgreichster Trainer. Von diesen habe er sich aber damals gut wieder erholt, teilte seine Familie mit.",2017-11-18 14:07:44.000000,2017-11-18 16:51:09.162257
10,de.sueddeutsche,digital,http://www.sueddeutsche.de/digital/kuenstliche-intelligenz-die-maschine-und-ihr-weg-hin-zur-uebermenschlichkeit-1.3753835,Helmut Martin-Jung,Die Maschine und ihr Weg zur Übermenschlichkeit,"Wer sich mit künstlicher Intelligenz (KI) beschäftigt, der hört immer wieder die eine Frage: Werden Maschinen dem Menschen bald überlegen sein? Noga, der beim Software-Konzern SAP den Bereich maschinelles Lernen leitet, denkt viel eher daran, wie diese Technik Unternehmen helfen kann. Sabine Bendiek, Chefin von Microsoft Deutschland, streitet nicht ab, dass intelligente Maschinen zu ""Verwerfungen in der Arbeitswelt"" führen könnten. ""Aber noch geht es erst einmal darum, dem Menschen Freiraum dafür zu schaffen, was sie besser können, zum Beispiel Empathie."" Die meisten Menschen sind sich allerdings gar nicht bewusst, dass diese Technik längst Einzug in ihren Alltag gehalten hat. Dass digitale Helfer wie Apples Siri, Googles Assistant oder Microsofts Cortana immer besser verstehen, was ihre Nutzer eigentlich wollen, dahinter steckt nichts anderes als eben künstliche Intelligenz. Droht also ein weiteres Mal das, was schon mehrmals passiert ist: Dass deutsche Forscher unglaublich wertvolle Erkenntnisse gewinnen, die ökonomische Umsetzung aber andere übernehmen? ""Da sind wir oft zu schwach"", sagt Stefan Schaible, Chef der Unternehmensberatung Roland Berger in Deutschland und Zentraleuropa. Schon vor einem Jahr hatte das rasend wachsende Unternehmen aus San Francisco, Einstein vorgestellt, eine selbstlernende Software, die in der Hand von Experten in der Lage ist, geschäftsrelevante Erkenntnisse aus unstrukturierten Daten zu gewinnen. In diesem Jahr legten die Kalifornier noch einmal nach: MyEinstein erlaubt es auch gewöhnlichen Angestellten, KI-gestützte Auswertungen laufen zu lassen - ohne, dass man dazu eine Ausbildung als KI-Experte braucht.",2017-11-18 12:37:33.000000,2017-11-18 16:51:14.858354
11,de.sueddeutsche,bayern,http://www.sueddeutsche.de/bayern/csu-aigner-bringt-urwahl-fuer-seehofer-nachfolge-ins-spiel-1.3755429,,Aigner bringt Urwahl für Seehofer-Nachfolge ins Spiel,"In der CSU gibt es Überlegungen, den Spitzenkandidaten für die Landtagswahl per Urwahl zu bestimmen. Offenbar würde sich auch Wirtschaftsministerin Ilse Aigner zur Wahl stellen. Medienberichte über Aigners Überlegungen wurden der Deutschen Presse-Agentur (dpa) in Parteikreisen bestätigt. Eine Sprecherin der Ministerin wollte diese weder bestätigen noch dementieren. Dieser sei ""ein Lehrbeispiel für politisches Leichtmatrosentum"", sagte Spaenle gegenüber der dpa. Aber ein solch ""durchsichtiges politisches Manöver"" diskreditiere das Instrument der Mitgliederbefragung. Er beteilige sich nicht an Personaldiskussionen, ""solange wir hier über die historisch wichtige Frage reden, ob eine Regierungsbildung möglich ist"", erklärte er vor der entscheidenden Sondierungsrunde über ein Jamaika-Bündnis in Berlin. Horst Seehofer und Markus Söder bekriegen sich in der CSU seit Jahren. Mit dem Desaster bei der Bundestagswahl hat das Endspiel begonnen. Der Parteichef und Ministerpräsident kämpft in einem parteiinternen Machtkampf ums politische Überleben, als aussichtsreichster Anwärter für das Amt des Regierungschefs gilt Bayerns Finanzminister Markus Söder .",2017-11-18 12:30:07.000000,2017-11-18 16:51:15.910925
35,at.derstandard,wirtschaft,http://derstandard.at/2000068037953/Wendung-im-Spionagethriller-um-Linzer-Weltmarktfuehrer?ref=rss,Standard Verlagsgesellschaft M.B.H.;Andreas Schnauder,Plasser & Theurer - Wendung im Spionagethriller um Linzer Weltmarktführer,"Kurzum: In der Version des Sascha W. wurde er vom Geschäftsführer einer deutschen PT-Tochter engagiert, um S7 auszuspionieren und zu ""vernichten"". Die vom Sicherheitsberater behaupteten Aktivitäten gegen den kleinen Rivalen und andere Firmen gleichen dem Drehbuch eines Agententhrillers. Lauschangriffe, Telefonüberwachung, Observierung, gehackte EDV-Systeme, gestohlene Laptops, Einbrüche, Involvierung des chinesischen Geheimdienstes und weitere Hollywood-fähige Methoden schilderte W. in seiner Anzeige. Alles erfunden, meint das BVT: Die von W. genannten Punkte ""haben nicht der Wahrheit entsprochen"", heißt es im Abschlussbericht. Besonders spektakulär war die Behauptung des W., dass mithilfe eines A1-Mitarbeiters Gespräche von System 7 abgehört worden seien – der STANDARD berichtete . Sascha W. habe mit ""zum Teil unrichtigen und stark überzogenen Angaben"" in seinen Berichten die deutsche Tochter von Plasser & Theurer ""vorsätzlich getäuscht"". Schon zwei Monate früher hatte das Landeskriminalamt Niederösterreich seine Erhebungen, die übrigens gemeinsam mit dem Bundesamt geführt wurden, abgeschlossen. Auch das LKA sieht da und dort übertriebene oder gar unrichtige Äußerungen des Sascha W., hält aber in Fettschrift fest: Seine Angaben und Unterlagen ""waren für die Wahrheitsfindung von großer Bedeutung, bzw. wäre ohne die Selbstanzeige der Sachverhalt weder bekannt noch aufgeklärt worden"". Das BVT meint hingegen, dass durchaus auch ein reales Geschäftsinteresse der Personen und Firmen bestanden haben könnte, die S7 kontaktiert hatten. Auch hier gibt Zöchbauer die Losung aus: Der Versuch werde ""erfolglos"" bleiben, weil seine Mandanten ""keine strafbaren Handlungen zu verantworten haben"".",2017-11-18 08:00:00.000000,2017-11-18 16:51:47.859192
103,de.sueddeutsche,wirtschaft,http://www.sueddeutsche.de/wirtschaft/betrug-bei-der-post-betrueger-kassieren-millionen-fuer-nicht-existierende-briefe-1.3755538,,Betrüger kassieren Millionen für nicht existierende Briefe,"Bis zu 100 Millionen Euro soll ein Netzwerk privater Briefzusteller der Deutschen Post in Rechnung gestellt haben - für Briefe, die es gar nicht gab. Ein Netz von Kriminellen soll mit erfundenen Briefen etliche Millionen Euro erbeutet haben. Laut FAS ermittelt die Staatsanwaltschaft Koblenz, Landeskriminalamt und Bundesnetzagentur seien ebenfalls eingeschaltet. Die Masche funktionierte demnach so: Private Post-Dienstleister erhalten von der Deutschen Post für jeden angelieferten Brief eine Prämie, die bis zu 44 Prozent des Portos beträgt: Je mehr Briefe abgegeben werden, desto mehr Prämie gibt es. Daraus entwickelte sich offenbar ein großangelegtes kriminelles System, mutmaßlich mit Komplizen in der Deutschen Post, wie die FAS berichtet. Vor allem samstags, wenn die Kontrolle dort schlecht oder gar nicht besetzt sei, wurden demnach Briefe registriert, die nie eingegangen sind. Die ""Samstagsmengen sind zum größten Teil nicht existente Sendungsmengen"", heißt es demnach in den Akten der Ermittler. Seither gab es dem Bericht zufolge mehrere Razzien, zeitweise lag der Briefverkehr vorübergehend lahm, weil die Deutsche Post wenigstens einmal genau in Briefzentren nachzählen wollte, wie viele Briefe tatsächlich ein- und ausgingen, und nicht nur auf dem Papier. Die Deutsche Post beschäftigt osteuropäische Speditionen, um Briefe und Pakete zu transportieren. Die Fahrer bekommen oft weniger als den Mindestlohn - ein Tscheche wehrt sich.",2017-11-18 17:21:02.000000,2017-11-18 20:51:54.817357
